7.211159421125153124e-02	2.220446049250313081e-16	1.499597725852369612e-03	6.315221804260344463e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.156195640769399333e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	1.921045090955141588e-01	4.216832059856065636e-03	3.946167452026593664e-02	2.089129432910072012e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	6.356774626909476866e-02	2.220446049250313081e-16	1.825779784272934525e-01	2.220446049250313081e-16	2.220446049250313081e-16	1.661171812574552265e-02	2.220446049250313081e-16	2.220446049250313081e-16	1.379468567644171195e-01	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	1.094747146547447036e-01
1.726941502786770444e-02	5.361773612534892486e-02	7.073357286078198192e-02	1.183591853218154272e-02	3.139072730367596653e-02	2.220446049250313081e-16	2.738534716749375583e-02	1.041743524950273060e-03	3.559839731451414635e-01	2.220446049250313081e-16	9.971673926534146970e-02	7.268007878476391570e-02	4.576575835653678981e-02	5.437850544609576509e-02	2.295328662387842997e-04	4.581229424710400039e-02	3.990953966948857651e-02	2.220446049250313081e-16	9.876851774847218365e-03	2.220446049250313081e-16	5.250329168043379319e-02	2.220446049250313081e-16	6.920299847422520245e-02	1.216797820500368360e-02	2.220446049250313081e-16	1.831024413851443933e-02	2.877116863217022910e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16
5.386270986951388617e-02	2.663077943850142293e-02	5.990458066059776293e-02	2.220446049250313081e-16	8.239060273895447428e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	1.720331581033963386e-01	2.220446049250313081e-16	2.220446049250313081e-16	3.044162330768229036e-02	1.214233746594367835e-01	2.998522551098919270e-02	1.045320948013405277e-01	1.782722920138597456e-01	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	7.590008263875153149e-02	1.328603408107755235e-01	2.220446049250313081e-16
3.957901083166247974e-02	2.237454981422865030e-02	5.312061149943259758e-02	2.220446049250313081e-16	2.220446049250313081e-16	1.358897468857336518e-02	4.548544383328156915e-02	4.586696822379769667e-02	1.134032261914963979e-01	2.220446049250313081e-16	1.118426385347322249e-01	4.661591999668154157e-02	7.846630627604024577e-02	4.088122468620459388e-02	2.046892369369732179e-02	7.426263319148909692e-02	2.220446049250313081e-16	6.704934976543606984e-02	4.050676055765099065e-02	2.220446049250313081e-16	2.220446049250313081e-16	6.801720087982414398e-02	5.500649192171384178e-02	2.220446049250313081e-16	6.265066479655276776e-04	2.220446049250313081e-16	2.243158824148171887e-02	4.768421174622757691e-02	1.457113816342668344e-01	2.220446049250313081e-16
5.875850391219424040e-02	5.203427097096313680e-03	1.209126447765051897e-02	2.220446049250313081e-16	4.031133250511749477e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	4.500671675363876467e-02	2.385661798812340195e-01	1.666737169802797597e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	6.409032823149848250e-04	9.619518470808366417e-02	8.623031281100248732e-03	4.113211220347796210e-02	2.220446049250313081e-16	1.307926358652025667e-02	2.220446049250313081e-16	6.399326038513169536e-03	1.598784983931863801e-01	5.507008031625448136e-02	2.220446049250313081e-16	2.755274601871042783e-01	2.220446049250313081e-16	2.220446049250313081e-16
4.023704436887429181e-02	2.220446049250313081e-16	4.339315996965473210e-02	2.220446049250313081e-16	2.880230650795568073e-02	5.005900034959581690e-02	1.080501941476104052e-02	3.539399029754910359e-02	5.826901710564519332e-02	2.220446049250313081e-16	1.368004252091450101e-01	2.220446049250313081e-16	1.034449821755547283e-01	1.553038555837766288e-01	1.536880088024626147e-02	7.713186779980403529e-02	2.220446049250313081e-16	2.664389225196167263e-02	2.220446049250313081e-16	2.220446049250313081e-16	1.346779136068410217e-03	2.220446049250313081e-16	1.577875910543972138e-01	2.220446049250313081e-16	1.076904083999241125e-02	2.220446049250313081e-16	3.010415213132577872e-02	4.497783208897953439e-02	2.785458235213227746e-02	2.188640556221332824e-03
5.018300035816715410e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.787679895772576799e-02	2.469750863103523791e-02	5.202068381039461065e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.302991630479798713e-01	8.305503632875939346e-02	1.885997644042324284e-01	2.220446049250313081e-16	2.667022266087611809e-02	2.220446049250313081e-16	4.501624243732148256e-03	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	7.729514186211443316e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	1.291477665276649922e-01	2.312849902204259026e-02	2.220446049250313081e-16	2.220446049250313081e-16	1.878954611813837550e-01
6.813931148395389881e-02	2.220446049250313081e-16	6.405682900941983560e-03	2.220446049250313081e-16	4.025399261371045978e-02	6.348828476549513546e-04	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	4.037286627383247783e-02	2.183690404852161870e-01	3.372925546548424108e-02	5.462028241349968505e-02	3.418603642432067879e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	3.567297781082710839e-02	5.636539819432034859e-02	2.317466515675264613e-02	3.047651327200959215e-02	1.891793465454013820e-02	4.590848449945297838e-03	2.220446049250313081e-16	5.129766499518876449e-02	7.235342066584850296e-02	1.093361446378872948e-01	2.907155559320211829e-02	2.220446049250313081e-16	1.564267105091996790e-01
7.843545960883266388e-02	2.220446049250313081e-16	1.011562691039377682e-02	2.118419692939185750e-02	2.220446049250313081e-16	7.137745608395701033e-03	2.032468218401157784e-03	2.960174431596149583e-02	2.220446049250313081e-16	9.693669370464880804e-04	2.423155827658463046e-01	2.220446049250313081e-16	5.212276657980263739e-02	2.687474527717242587e-02	2.220446049250313081e-16	1.511776742461952254e-02	2.599513986900445217e-02	1.875790180345756827e-02	6.913483119782379109e-03	6.718713679048833078e-03	2.220446049250313081e-16	1.447584574005825533e-02	2.220446049250313081e-16	3.694044780102447977e-03	1.190961735155187107e-01	1.128486508649598485e-01	3.552086804766885902e-02	2.220446049250313081e-16	3.996560750586763446e-03	1.066083008127152731e-01
7.188324580107922912e-02	2.354570997567778656e-03	3.174645787580494816e-02	4.379837276399584090e-02	1.030707387718498604e-02	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	2.220446049250313081e-16	1.888942938116704162e-01	8.663480840434120700e-02	2.447387754812158436e-02	6.584655496958836084e-03	1.290296851283394275e-02	2.220446049250313081e-16	2.533571261628742629e-03	2.220446049250313081e-16	2.220446049250313081e-16	5.771319355049122496e-02	2.220446049250313081e-16	2.220446049250313081e-16	7.596201820227097001e-02	3.204047083957727721e-02	7.098603205095878332e-02	6.091456634852890351e-02	5.408168596862304896e-03	9.129141848242361412e-02	2.220446049250313081e-16	1.220895430316405045e-01
